name,score,type,episodes,ranking,duration,PG_13,R,PG,R_plus,G,manga,book,music,game,other,original
Spiral: Suiri no Kizuna,7.25,TV,25,2555,23,1,0,0,0,0,1,0,0,0,0,0
Starship Operators,7,TV,13,3653,24,1,0,0,0,0,0,1,0,0,0,0
Tsukuyomi: Moon Phase,7,TV,25,3657,24,1,0,0,0,0,1,0,0,0,0,0
Futatsu no Spica,7.37,TV,20,2034,25,1,0,0,0,0,1,0,0,0,0,0
Eikoku Koi Monogatari Emma,7.67,TV,12,1097,25,0,0,0,0,1,1,0,0,0,0,0
W: Wish,6.19,TV,13,7381,12,1,0,0,0,0,0,1,0,0,0,0
Wild Arms: Twilight Venom,6.66,TV,22,5112,24,1,0,0,0,0,0,0,0,1,0,0
Binzume Yousei,6.45,TV,13,6151,13,0,0,0,0,1,0,0,0,0,0,1
Magical Canan,6.19,TV,13,7413,24,1,0,0,0,0,0,1,0,0,0,0
Ojamajo Doremi,7.21,TV,51,2738,24,0,0,0,0,1,0,0,0,0,0,1
Ojamajo Doremi Sharp,7.34,TV,49,2141,24,0,0,0,0,1,0,0,0,0,0,1
Motto! Ojamajo Doremi,7.34,TV,50,2166,24,0,0,0,0,1,0,0,0,0,0,1
Ojamajo Doremi Dokkaan!,7.59,TV,51,1294,24,0,0,0,0,1,0,0,0,0,0,1
UG☆Ultimate Girls,5.63,TV,12,9317,14,0,0,0,1,0,0,0,0,0,0,1
Shakugan no Shana,7.51,TV,24,1542,24,1,0,0,0,0,0,1,0,0,0,0
Fate/stay night,7.34,TV,24,2152,24,0,1,0,0,0,0,1,0,0,0,0
Bokusatsu Tenshi Dokuro-chan,6.59,OVA,4,5415,25,0,1,0,0,0,0,1,0,0,0,0
"Iriya no Sora, UFO no Natsu",6.99,OVA,6,3675,27,0,0,0,1,0,0,1,0,0,0,0
I'll/CKBC,6.3,OVA,2,6894,30,1,0,0,0,0,1,0,0,0,0,0
Himiko-den,6.24,TV,12,7165,23,1,0,0,0,0,0,0,0,1,0,0
Memories Off,5.93,OVA,3,8448,30,1,0,0,0,0,0,1,0,0,0,0
Memories Off 2nd,6.3,OVA,3,6891,30,1,0,0,0,0,0,1,0,0,0,0
Memories Off 3.5,6.29,OVA,4,6963,27,1,0,0,0,0,0,1,0,0,0,0
Gallery Fake,7.47,TV,37,1675,25,1,0,0,0,0,1,0,0,0,0,0
Fake,6.54,OVA,1,5693,55,1,0,0,0,0,1,0,0,0,0,0
AIKa,5.94,OVA,7,8407,30,0,0,0,1,0,0,0,0,0,0,1
Akazukin Chacha OVA,7.05,OVA,3,3445,24,0,0,0,0,1,1,0,0,0,0,0
Boogiepop wa Warawanai,7.17,TV,12,2899,24,0,0,0,1,0,0,1,0,0,0,0
Burn Up Excess,6.55,TV,13,5634,25,1,0,0,0,0,0,0,0,0,0,1
Bannou Bunka Neko-Musume,6.7,OVA,6,4878,28,1,0,0,0,0,1,0,0,0,0,0
Bannou Bunka Neko-Musume DASH!,6.37,OVA,12,6540,24,0,1,0,0,0,0,0,0,0,0,0
Bannou Bunka Neko-Musume (1998),6.53,TV,12,5739,23,1,0,0,0,0,0,0,0,0,0,1
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.19,Special,1,2819,25,0,0,0,1,0,1,0,0,0,0,0
eX-Driver,6.73,OVA,6,4758,25,1,0,0,0,0,0,0,0,0,0,1
Heppoko Jikken Animation Excel♥Saga,7.5,TV,26,1579,24,0,1,0,0,0,1,0,0,0,0,0
Fushigi Yuugi OVA,7.16,OVA,3,2945,28,1,0,0,0,0,1,0,0,0,0,0
Fushigi Yuugi: Dai Ni Bu,7.27,OVA,6,2494,33,1,0,0,0,0,1,0,0,0,0,0
Futari Ecchi,6.37,OVA,4,6568,28,0,0,0,1,0,1,0,0,0,0,0
Galaxy Angel,7.03,TV,24,3525,13,1,0,0,0,0,0,0,0,1,0,0
Gantz,7.05,TV,13,3461,22,0,0,0,1,0,1,0,0,0,0,0
Gilgamesh,6.65,TV,26,5142,23,0,1,0,0,0,1,0,0,0,0,0
H2,7.27,TV,41,2499,24,1,0,0,0,0,1,0,0,0,0,0
Haibane Renmei,7.99,TV,13,548,24,1,0,0,0,0,0,0,0,0,1,0
Capeta,7.83,TV,52,765,23,0,0,1,0,0,1,0,0,0,0,0
Karas,7.42,OVA,6,1826,30,0,1,0,0,0,0,0,0,0,0,1
Suzuka,7.22,TV,26,2698,23,1,0,0,0,0,1,0,0,0,0,0
Tales of Phantasia The Animation,6.82,OVA,4,4371,30,1,0,0,0,0,0,0,0,1,0,0
Yuu☆Yuu☆Hakusho,8.45,TV,112,127,24,1,0,0,0,0,1,0,0,0,0,0
Ai Yori Aoshi: Enishi,7.16,TV,12,2938,23,1,0,0,0,0,1,0,0,0,0,0
Gantz 2nd Stage,7.08,TV,13,3291,23,0,0,0,1,0,1,0,0,0,0,0
Seikai no Senki,7.72,TV,13,987,25,1,0,0,0,0,0,1,0,0,0,0
Seikai no Senki II,7.84,TV,10,765,25,1,0,0,0,0,0,1,0,0,0,0
Seikai no Senki III,7.7,OVA,2,1015,37,1,0,0,0,0,0,1,0,0,0,0
Seikai no Senki Special,7.26,Special,1,2542,NA,1,0,0,0,0,0,1,0,0,0,0
Seihou Bukyou Outlaw Star,7.87,TV,24,714,25,0,0,0,1,0,1,0,0,0,0,0
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8,OVA,2,542,42,0,1,0,0,0,1,0,0,0,0,0
Otogi Juushi Akazukin OVA,6.48,OVA,1,6006,37,1,0,0,0,0,0,0,0,0,0,1
Hanaukyou Maid-tai,6.62,TV,12,5297,14,0,0,0,1,0,1,0,0,0,0,0
Bastard!!: Ankoku no Hakaishin,6.75,OVA,6,4679,26,0,0,0,1,0,1,0,0,0,0,0
Buzzer Beater,6.56,TV,13,5558,25,1,0,0,0,0,1,0,0,0,0,0
Tantei Gakuen Q,7.76,TV,45,906,25,1,0,0,0,0,1,0,0,0,0,0
Final Fantasy VII: Last Order,7.33,Special,1,2216,25,1,0,0,0,0,0,0,0,1,0,0
Gun x Sword,7.28,TV,26,2441,24,1,0,0,0,0,0,0,0,0,0,1
Kore ga Watashi no Goshujinsama,6.56,TV,12,5600,24,0,0,0,1,0,1,0,0,0,0,0
Hametsu no Mars,2.23,OVA,1,11058,19,0,1,0,0,0,0,1,0,0,0,0
Ragnarök The Animation,6.47,TV,26,6033,24,1,0,0,0,0,0,0,0,1,0,0
Samurai Deeper Kyou,6.92,TV,26,3924,24,1,0,0,0,0,1,0,0,0,0,0
Stratos 4,6.66,TV,13,5070,23,1,0,0,0,0,0,0,0,0,0,1
Stratos 4 OVA,6.73,OVA,2,4737,30,1,0,0,0,0,0,0,0,0,0,1
Stratos 4 Advance,6.85,OVA,6,4219,26,1,0,0,0,0,0,0,0,0,0,1
Dirty Pair,7.18,TV,24,2840,25,1,0,0,0,0,0,1,0,0,0,0
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,OVA,2,6235,26,1,0,0,0,0,1,0,0,0,0,0
Final Fantasy,6.12,OVA,4,7690,30,1,0,0,0,0,0,0,0,1,0,0
Kaleido Star,7.94,TV,51,619,23,1,0,0,0,0,0,0,0,0,0,1
Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,OVA,1,1521,24,0,0,1,0,0,0,0,0,0,0,1
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,OVA,1,702,50,0,0,1,0,0,0,0,0,0,0,1
Iria: Zeiram The Animation,7.07,OVA,6,3358,27,0,1,0,0,0,0,0,0,0,0,1
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,OVA,1,9553,42,0,0,0,1,0,0,0,0,0,0,1
Magic Knight Rayearth,7.46,TV,20,1700,24,1,0,0,0,0,1,0,0,0,0,0
Phantom The Animation,6.54,OVA,3,5695,30,0,1,0,0,0,0,1,0,0,0,0
RG Veda,6.14,OVA,2,7600,45,1,0,0,0,0,1,0,0,0,0,0
Shoujo Kakumei Utena,8.2,TV,39,306,23,1,0,0,0,0,0,0,0,0,0,1
Onegai☆Teacher: Himitsu na Futari,7.32,OVA,1,2262,21,0,1,0,0,0,0,0,0,0,0,1
Maria-sama ga Miteru: Haru,7.68,TV,13,1082,24,1,0,0,0,0,0,1,0,0,0,0
Tales of Eternia The Animation,6.21,TV,13,7283,22,1,0,0,0,0,0,0,0,1,0,0
Weiß Kreuz Glühen,6.59,TV,13,5458,20,0,1,0,0,0,0,0,0,0,0,0
Weiß Kreuz,6.73,TV,25,4749,23,1,0,0,0,0,0,0,0,0,0,1
Tenjou Tenge: The Ultimate Fight,7.06,OVA,2,3423,24,0,1,0,0,0,1,0,0,0,0,0
.hack//Gift,6.16,OVA,1,7522,26,0,0,0,1,0,0,0,0,0,0,1
Fantastic Children,7.55,TV,26,1414,24,1,0,0,0,0,0,0,0,0,0,1
Gokujou Seitokai,6.94,TV,26,3844,25,1,0,0,0,0,0,0,0,0,0,1
Mushishi,8.69,TV,26,45,25,1,0,0,0,0,1,0,0,0,0,0
Buttobi!! CPU,6.24,OVA,3,7141,27,0,0,0,1,0,1,0,0,0,0,0
One Piece: Taose! Kaizoku Ganzack,6.76,OVA,1,4638,28,0,0,1,0,0,1,0,0,0,0,0
Koukaku Kidoutai: Stand Alone Complex,8.45,TV,26,123,25,0,1,0,0,0,1,0,0,0,0,0
Karin,7.17,TV,24,2900,23,1,0,0,0,0,1,0,0,0,0,0
Okusama wa Joshikousei (TV),6.34,TV,13,6686,24,1,0,0,0,0,1,0,0,0,0,0
To Heart 2,6.52,TV,13,5782,24,1,0,0,0,0,0,1,0,0,0,0
To Heart,6.6,TV,13,5397,25,0,0,1,0,0,0,1,0,0,0,0
Tide-Line Blue,6.66,TV,12,5108,23,1,0,0,0,0,0,0,0,0,0,1
Macross Plus,7.72,OVA,4,983,39,0,1,0,0,0,0,0,0,0,0,1
Ginban Kaleidoscope,7.34,TV,12,2151,24,1,0,0,0,0,0,1,0,0,0,0
Aria the Animation,7.69,TV,13,1051,24,0,0,0,0,1,1,0,0,0,0,0
Sousei no Aquarion,7.11,TV,26,3150,24,1,0,0,0,0,0,0,0,0,0,1
Ueki no Housoku,7.76,TV,51,910,23,1,0,0,0,0,1,0,0,0,0,0
Yu☆Gi☆Oh! Duel Monsters,7.47,TV,224,1668,23,1,0,0,0,0,1,0,0,0,0,0
Yu☆Gi☆Oh!: Duel Monsters GX,7.16,TV,180,2966,23,1,0,0,0,0,1,0,0,0,0,0
Kurau Phantom Memory,7.35,TV,24,2132,23,1,0,0,0,0,0,0,0,0,0,1
Damekko Doubutsu,7.29,TV,26,2368,5,0,0,0,0,1,1,0,0,0,0,0
Kino no Tabi: The Beautiful World,8.34,TV,13,192,24,0,1,0,0,0,0,1,0,0,0,0
Girls Bravo: Second Season,6.68,TV,13,5005,23,0,0,0,1,0,1,0,0,0,0,0
Ichigo Mashimaro,7.66,TV,12,1127,24,1,0,0,0,0,1,0,0,0,0,0
Kamichu!,7.4,TV,12,1902,26,0,0,0,0,1,0,0,0,0,0,1
Paniponi Dash!,7.45,TV,26,1721,24,1,0,0,0,0,1,0,0,0,0,0
Bakuretsu Hunters,6.71,TV,26,4842,25,0,1,0,0,0,1,0,0,0,0,0
Yami to Boushi to Hon no Tabibito,6.58,TV,13,5512,24,0,0,0,1,0,0,1,0,0,0,0
Haja Taisei Dangaiou,6.13,OVA,3,7667,45,1,0,0,0,0,0,0,0,0,0,1
Makai Toshi Shinjuku,6.17,OVA,1,7546,NA,0,1,0,0,0,0,1,0,0,0,0
Doraemon,7.36,TV,26,2078,25,0,0,1,0,0,1,0,0,0,0,0
Eien no Aselia,5.51,OVA,2,9653,30,1,0,0,0,0,0,1,0,0,0,0
Fushigiboshi no☆Futagohime,7.27,TV,51,2495,24,0,0,0,0,1,0,0,0,0,0,1
Glass no Kamen,7.34,TV,23,2168,24,1,0,0,0,0,1,0,0,0,0,0
Gravitation: Lyrics of Love,6.96,OVA,2,3784,26,0,1,0,0,0,1,0,0,0,0,0
Tottoko Hamtarou,6.97,TV,296,3758,25,0,0,0,0,1,1,0,0,0,0,0
I My Me! Strawberry Eggs,6.81,TV,13,4416,25,1,0,0,0,0,0,0,0,0,0,1
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.89,TV,13,8559,24,1,0,0,0,0,0,1,0,0,0,0
Kidou Shinsengumi Moeyo Ken TV,6.19,TV,13,7408,25,1,0,0,0,0,0,0,0,1,0,0
Cossette no Shouzou,6.85,OVA,3,4238,36,0,1,0,0,0,0,0,0,0,0,1
Keroro Gunsou,7.7,TV,358,1030,23,1,0,0,0,0,1,0,0,0,0,0
School Rumble: Ichi Gakki Hoshuu,7.75,OVA,2,914,25,1,0,0,0,0,1,0,0,0,0,0
Mahou no Princess Minky Momo,6.74,TV,63,4716,23,0,0,0,0,1,0,0,0,0,0,1
Mahoraba: Heartful days,7.34,TV,26,2162,23,1,0,0,0,0,1,0,0,0,0,0
Mermaid Melody Pichi Pichi Pitch,7.04,TV,52,3499,24,0,0,1,0,0,1,0,0,0,0,0
Onegai☆Twins: Natsu wa Owaranai,7.04,OVA,1,3477,25,0,0,0,1,0,0,0,0,0,0,1
Otogizoushi,6.98,TV,26,3711,23,1,0,0,0,0,0,0,0,0,0,1
Boku no Chikyuu wo Mamotte,7.17,OVA,6,2898,30,1,0,0,0,0,1,0,0,0,0,0
Pokemon,7.34,TV,276,2144,24,0,0,1,0,0,0,0,0,1,0,0
Saishuu Heiki Kanojo,7.18,TV,13,2866,24,0,1,0,0,0,1,0,0,0,0,0
Bishoujo Senshi Sailor Moon,7.68,TV,46,1070,24,1,0,0,0,0,1,0,0,0,0,0
Bishoujo Senshi Sailor Moon S,7.85,TV,38,736,24,1,0,0,0,0,1,0,0,0,0,0
Sensei no Ojikan: Doki Doki School Hours,6.69,TV,13,4940,23,1,0,0,0,0,1,0,0,0,0,0
Slayers,7.76,TV,26,905,22,1,0,0,0,0,0,1,0,0,0,0
Slayers Next,8.04,TV,26,494,24,1,0,0,0,0,0,1,0,0,0,0
Tekken,5.27,OVA,2,10177,28,0,1,0,0,0,0,0,0,1,0,0
Shin Tenchi Muyou!,6.87,TV,26,4151,23,1,0,0,0,0,0,0,0,0,0,1
Tenchi Muyou! Ryououki,7.66,OVA,6,1140,29,0,0,0,1,0,0,0,0,0,0,1
Tenchi Muyou! Ryououki 2nd Season,7.66,OVA,6,1142,33,0,0,0,1,0,0,0,0,0,0,1
Tenchi Muyou! Ryououki 3rd Season,7.32,OVA,6,2271,30,0,0,0,1,0,0,0,0,0,0,1
Mousou Kagaku Series: Wandaba Style,6.03,TV,12,8112,24,1,0,0,0,0,0,0,0,0,0,1
Wind: A Breath of Heart (TV),6,TV,13,8243,12,1,0,0,0,0,0,1,0,0,0,0
Wind: A Breath of Heart OVA,6.24,OVA,3,7153,29,1,0,0,0,0,0,1,0,0,0,0
Yu☆Gi☆Oh!,7.21,TV,27,2727,24,1,0,0,0,0,1,0,0,0,0,0
Grappler Baki: Saidai Tournament-hen,7.45,TV,24,1738,24,0,1,0,0,0,1,0,0,0,0,0
Digimon Adventure,7.79,TV,54,839,24,0,0,1,0,0,0,0,0,0,1,0
Yami no Matsuei,7.07,TV,13,3347,23,0,1,0,0,0,1,0,0,0,0,0
Koutetsu Tenshi Kurumi,6.79,TV,24,4500,15,0,0,0,1,0,0,0,0,0,0,1
Koutetsu Tenshi Kurumi 2,6.3,TV,12,6899,15,0,0,0,1,0,0,0,0,0,0,1
Koutetsu Tenshi Kurumi Zero,6.11,OVA,3,7792,15,1,0,0,0,0,0,0,0,0,0,1
Koutetsu Tenshi Kurumi Encore,6.7,OVA,4,4897,15,1,0,0,0,0,0,0,0,0,0,1
Major S2,8.25,TV,26,263,25,1,0,0,0,0,1,0,0,0,0,0
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,6.35,OVA,1,6647,15,1,0,0,0,0,0,0,0,0,0,1
Soukyuu no Fafner: Right of Left - Single Program,7.4,Special,1,1911,51,1,0,0,0,0,0,0,0,0,0,1
Sakura Taisen,6.88,TV,25,4124,24,1,0,0,0,0,0,0,0,1,0,0
Sakura Taisen: Le Nouveau Paris,6.44,OVA,3,6211,31,1,0,0,0,0,0,0,0,1,0,0
DNA²,6.68,TV,12,5008,23,1,0,0,0,0,1,0,0,0,0,0
Puni Puni☆Poemii,6.56,OVA,2,5580,30,0,0,0,1,0,0,0,0,0,0,1
Tetsuwan Birdy,7.11,OVA,4,3151,33,1,0,0,0,0,1,0,0,0,0,0
The Big O,7.53,TV,26,1496,24,1,0,0,0,0,0,0,0,0,0,1
Bubblegum Crisis Tokyo 2040,7.1,TV,26,3190,24,0,1,0,0,0,0,0,0,0,0,1
Musekinin Kanchou Tylor,7.87,TV,26,720,23,1,0,0,0,0,0,1,0,0,0,0
Moldiver,6.07,OVA,6,7966,29,1,0,0,0,0,0,0,0,0,0,1
Saber Marionette J,7.35,TV,25,2100,25,1,0,0,0,0,0,0,0,0,0,1
Rean no Tsubasa,5.74,ONA,6,9033,24,1,0,0,0,0,0,1,0,0,0,0
Magikano,6.38,TV,13,6503,24,1,0,0,0,0,1,0,0,0,0,0
Kagi Hime Monogatari: Eikyuu Alice Rondo,6.21,TV,13,7303,24,1,0,0,0,0,1,0,0,0,0,0
Battle Programmer Shirase,6.94,TV,15,3831,12,1,0,0,0,0,0,0,0,0,0,1
Kogepan,6.84,TV,10,4283,4,0,0,0,0,1,0,0,0,0,1,0
Honoo no Labyrinth,6.25,OVA,2,7130,33,0,0,0,1,0,0,0,0,0,0,1
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.71,TV,48,1007,8,0,1,0,0,0,1,0,0,0,0,0
Noein: Mou Hitori no Kimi e,7.62,TV,24,1223,25,1,0,0,0,0,0,0,0,0,0,1
Ayakashi: Japanese Classic Horror,7.45,TV,11,1730,23,0,1,0,0,0,0,0,0,0,1,0
Hanbun no Tsuki ga Noboru Sora,7.52,TV,6,1516,24,1,0,0,0,0,0,1,0,0,0,0
Itsudatte My Santa!,5.96,OVA,2,8360,28,0,0,0,1,0,1,0,0,0,0,0
Ginga Nagareboshi Gin,8.04,TV,21,486,23,1,0,0,0,0,1,0,0,0,0,0
Kage kara Mamoru!,6.62,TV,12,5293,24,1,0,0,0,0,0,1,0,0,0,0
Amaenaide yo!!,6.5,TV,12,5872,24,0,0,0,1,0,1,0,0,0,0,0
PopoloCrois,6.93,TV,26,3875,23,0,0,1,0,0,0,0,0,1,0,0
Mugen no Ryvius,7.48,TV,26,1647,23,1,0,0,0,0,0,0,0,0,0,1
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,Special,1,4637,40,1,0,0,0,0,1,0,0,0,0,0
X OVA,6.84,OVA,1,4296,22,1,0,0,0,0,1,0,0,0,0,0
Chobits: Chibits,7,Special,1,3627,6,1,0,0,0,0,1,0,0,0,0,0
Jinzou Ningen Kikaider The Animation,6.99,TV,13,3667,23,1,0,0,0,0,0,0,0,0,0,0
Yuugen Kaisha,6.48,OVA,4,6024,30,1,0,0,0,0,0,0,0,0,0,1
Legend of Duo,4.93,TV,12,10650,5,0,1,0,0,0,0,0,0,0,0,1
Nekojiru-sou,7.33,OVA,1,2184,32,1,0,0,0,0,1,0,0,0,0,0
KO Seiki Beast Sanjuushi,6.52,OVA,7,5780,29,1,0,0,0,0,0,0,0,0,0,1
Futari wa Precure,7,TV,49,3631,24,0,0,0,0,1,0,0,0,0,0,1
Mahou no Stage Fancy Lala,7.12,TV,26,3125,24,0,0,0,0,1,0,0,0,0,0,1
Tenshi ni Narumon!,6.71,TV,26,4830,23,1,0,0,0,0,0,0,0,0,0,1
Kazemakase Tsukikage Ran,7.12,TV,13,3120,24,1,0,0,0,0,0,0,0,0,0,1
Otogi Juushi Akazukin,6.95,TV,39,3791,24,1,0,0,0,0,0,0,0,0,0,1
Saishuu Heiki Kanojo: Another Love Song,7.1,OVA,2,3211,30,0,0,0,1,0,1,0,0,0,0,0
Popotan,6.29,TV,12,6932,24,0,0,0,1,0,0,1,0,0,0,0
Platonic Chain,5.67,TV,24,9234,6,1,0,0,0,0,0,1,0,0,0,0
PetoPeto-san,6.53,TV,13,5722,25,1,0,0,0,0,0,1,0,0,0,0
Onmyou Taisenki,7.17,TV,52,2880,23,0,0,0,0,1,0,0,0,0,0,0
Okusama wa Mahou Shoujo,6.34,TV,13,6681,24,1,0,0,0,0,0,0,0,0,0,1
Nurse Witch Komugi-chan Magikarte,6.62,OVA,5,5296,24,1,0,0,0,0,0,0,0,0,0,1
Nurse Angel Ririka SOS,6.72,TV,35,4810,24,0,0,1,0,0,1,0,0,0,0,0
Juubee Ninpuuchou: Ryuuhougyoku-hen,6.7,TV,13,4899,24,0,1,0,0,0,0,0,0,0,0,1
Ninja Ryuukenden,5.65,OVA,1,9271,48,0,1,0,0,0,0,0,0,1,0,0
Takahashi Rumiko Gekijou Ningyo no Mori,7.06,TV,13,3419,24,0,1,0,0,0,1,0,0,0,0,0
Night Walker: Mayonaka no Tantei,6.94,TV,12,3853,25,0,0,0,1,0,0,1,0,0,0,0
Natsu-iro no Sunadokei,6.56,OVA,2,5571,30,1,0,0,0,0,0,1,0,0,0,0
Shichinin no Nana,6.72,TV,25,4814,24,1,0,0,0,0,1,0,0,0,0,0
Mouse,6.04,TV,12,8061,14,0,0,0,1,0,1,0,0,0,0,0
Moekan The Animation,5.58,OVA,3,9479,30,0,0,0,1,0,0,1,0,0,0,0
Mamotte Shugogetten!,6.68,TV,22,4997,24,1,0,0,0,0,1,0,0,0,0,0
Major S1,8.27,TV,26,253,25,1,0,0,0,0,1,0,0,0,0,0
Mahoutsukai Tai!,7.07,OVA,6,3367,28,1,0,0,0,0,0,0,0,0,0,1
Mahoutsukai Tai! (TV),6.78,TV,13,4553,24,1,0,0,0,0,0,0,0,0,0,0
Mahoromatic Summer Special,7.13,Special,1,3097,23,0,0,0,1,0,1,0,0,0,0,0
Mahoromatic End Year Special,6.93,Special,1,3906,24,0,0,0,1,0,1,0,0,0,0,0
Legend of Basara,7.32,TV,13,2252,24,1,0,0,0,0,1,0,0,0,0,0
Koi Kaze,7.13,TV,13,3100,24,0,1,0,0,0,1,0,0,0,0,0
Juubee-chan: Lovely Gantai no Himitsu,6.67,TV,13,5060,25,1,0,0,0,0,0,0,0,0,0,1
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,6.87,TV,13,4166,25,1,0,0,0,0,0,0,0,0,0,1
Iketeru Futari,6.63,TV,16,5258,8,0,0,0,1,0,1,0,0,0,0,0
Ichigo 100% Special 2,6.88,Special,1,4111,23,1,0,0,0,0,1,0,0,0,0,0
Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,6.9,Special,1,4021,25,1,0,0,0,0,0,0,0,0,0,0
Hachimitsu to Clover Specials,7.7,Special,2,1026,22,1,0,0,0,0,1,0,0,0,0,0
Hikaru no Go: Hokuto Hai e no Michi,7.98,Special,1,559,NA,0,0,0,0,1,1,0,0,0,0,0
Haunted Junction,6.65,TV,12,5132,24,1,0,0,0,0,1,0,0,0,0,0
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.28,OVA,2,6991,30,1,0,0,0,0,0,1,0,0,0,0
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.19,TV,13,7424,12,1,0,0,0,0,0,1,0,0,0,0
Hanaukyou Maid-tai: La Verite,6.8,TV,12,4436,23,0,0,0,1,0,1,0,0,0,0,0
Gunsmith Cats,7.27,OVA,3,2498,29,1,0,0,0,0,1,0,0,0,0,0
Galaxy Angel Z,7.18,TV,9,2845,24,0,0,1,0,0,0,0,0,0,0,1
Galaxy Angel 3,7.31,TV,26,2289,24,0,0,1,0,0,0,0,0,0,0,1
Galaxy Angel 3 Specials,7.18,Special,2,2845,13,0,0,1,0,0,0,0,0,0,0,0
Galaxy Angel 4,7.22,TV,13,2698,24,0,0,1,0,0,0,0,0,1,0,0
Air in Summer,7.33,Special,2,2185,24,1,0,0,0,0,0,1,0,0,0,0
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.94,TV,26,629,23,0,1,0,0,0,1,0,0,0,0,0
Azumanga Daioh: Gekijou Tanpen,7.03,Special,1,3528,6,0,0,0,0,1,1,0,0,0,0,0
Denshin Mamotte Shugogetten,6.49,OVA,8,5933,30,1,0,0,0,0,1,0,0,0,0,0
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.23,OVA,4,7192,30,0,0,0,1,0,0,1,0,0,0,0
Fullmetal Alchemist: Reflections,7.29,Special,1,2388,55,1,0,0,0,0,1,0,0,0,0,0
JoJo no Kimyou na Bouken: Adventure,7.18,OVA,7,2855,30,0,0,0,1,0,1,0,0,0,0,0
JoJo no Kimyou na Bouken,7.35,OVA,6,2110,35,0,1,0,0,0,1,0,0,0,0,0
Kashimashi: Girl Meets Girl,6.67,TV,12,5054,24,1,0,0,0,0,1,0,0,0,0,0
Koi Koi 7,5.81,TV,13,8809,25,0,0,0,1,0,1,0,0,0,0,0
Kujibiki Unbalance,6.12,OVA,3,7702,25,1,0,0,0,0,0,0,0,0,1,0
Lamune,6.83,TV,12,4331,24,1,0,0,0,0,0,1,0,0,0,0
Lemon Angel Project,6.59,TV,13,5454,24,0,0,1,0,0,0,0,0,0,1,0
Mai-HiME Specials,6.93,Special,27,3911,1,1,0,0,0,0,0,0,0,0,0,1
One: Kagayaku Kisetsu e,5.22,OVA,4,10293,27,1,0,0,0,0,0,1,0,0,0,0
Refrain Blue,5.8,OVA,3,8846,30,0,0,0,1,0,0,1,0,0,0,0
Sentimental Journey,6.36,TV,12,6619,20,1,0,0,0,0,0,0,0,0,0,1
Shadow Skill: Eigi,7.12,TV,26,3134,25,1,0,0,0,0,0,0,0,0,0,0
Shadow Skill (1996),6.59,OVA,3,5420,30,0,1,0,0,0,0,0,0,0,0,0
Tenbatsu Angel Rabbie☆,5.16,OVA,1,10389,24,1,0,0,0,0,0,1,0,0,0,0
Otogi Story Tenshi no Shippo,6.56,TV,12,5578,22,1,0,0,0,0,0,0,0,0,0,1
Otogi Story Tenshi no Shippo Specials,6.4,OVA,2,6413,23,1,0,0,0,0,0,0,0,0,0,0
Tenshi no Shippo Chu!,6.54,TV,11,5708,14,1,0,0,0,0,0,0,0,0,0,0
To Heart: Remember My Memories,6.44,TV,13,6241,24,1,0,0,0,0,0,1,0,0,0,0
To Heart: Remember My Memories Specials,6.12,Special,7,7726,3,0,0,0,1,0,0,0,0,0,0,0
Tokyo Mew Mew,6.99,TV,52,3669,24,1,0,0,0,0,1,0,0,0,0,0
Uta∽Kata,6.72,TV,12,4827,23,1,0,0,0,0,0,0,0,0,0,1
Uta∽Kata: Shotou no Futanatsu,6.95,Special,1,3809,24,1,0,0,0,0,0,0,0,0,0,1
Kyuuketsuhime Miyu (TV),7.15,TV,26,2998,25,0,1,0,0,0,1,0,0,0,0,0
Yawara!,7.48,TV,124,1656,25,1,0,0,0,0,1,0,0,0,0,0
Burn Up Scramble,6.19,TV,12,7409,24,0,1,0,0,0,0,0,0,0,0,1
Canvas 2: Niji-iro no Sketch,6.78,TV,24,4517,24,1,0,0,0,0,0,1,0,0,0,0
Canvas: Sepia-iro no Motif,5.71,OVA,2,9117,30,0,0,0,1,0,0,1,0,0,0,0
Tenchi Muyou!,7.44,TV,26,1762,23,1,0,0,0,0,0,0,0,0,0,1
Kanon Kazahana,6.75,Special,1,4693,20,0,0,0,0,1,0,1,0,0,0,0
Comic Party Revolution,6.52,TV,13,5769,24,1,0,0,0,0,0,1,0,0,0,0
